POSSIBILITY,TUITION FEES BUDGET,OVERALL BUDGET,STATE,COLLEGE,UNIVESITY NAME,TYPE,YEAR,SEATS,OVERVIEW,WEBSITE,TUITION FEE,"HOSTEL CHARGES
P.A.",ANNUAL,ONE TIME,TUITION PACKAGE,GRAND TOTAL,TYPE,QUOTA,"OPENING RANK
2023","CLOSING RANK
2023",OPENING SCORE,CLOSING SCORE
NOT POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"HIND INSTITUTE OF MEDICAL SCIENCES, SITAPUR ( 053 )","King Georges Medical University,Lucknow",Trust,2015,150,"Hind Institute of Medical Sciences, Sitapur is located in Sitapur, Uttar Pradesh and was established in 2015. It is a reputed institute and offers various PG and UG courses in full-time mode. Some of the most popular courses offered at the institute are ANM, B.Sc., GNM, M.Ch., MBBS, MD, MS, etc. Further, the institute mainly offers courses in streams such as Medicine and Health Sciences, Nursing. Hind Institute of Medical Sciences, Sitapur facilitates the students with the professional faculty in the fields of Orthopaedics, General Surgery, Obstetrics and Gynecology, General Medicine, Ophthalmology, Biochemistry, Pathology, Microbiology, Anaesthesia, Dermatology, Pediatrics, Psychiatry, Radiology, Pulmonary Medicine, Auxiliary Nurse and Midwife, General Nursing and Midwifery, Plastic Surgery and many more. It offers INC, NMC approved courses to a total of 338 candidates.",https://www.himsup.com/,"₹ 10,77,229.00",150000 (Non Ac)  175000(AC) /-Per Year,"REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,46538,199318,422,573
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"K.D. MEDICAL COLLEGE HOSPITAL & RESEARCH CENTRE, MATHURA ( 058 )","Dr B R Ambedkar University,Agra, U.P.",Society,2015,150,"K.D. Medical College Hospital & Research Centre, located at the 23 km Milestone on National Highway #2, Mathura Delhi Road, PO-Akbarpur, Chhata, Mathura, U.P., is a flagship institution of the RK Group. This premier institute offers top-quality medical education and is equipped with a multi-specialty hospital featuring 720 beds and ultra-modern facilities. The campus spans many acres, providing a lush, green, and serene environment conducive to learning and research, away from the city's hustle and bustle. This peaceful setting enhances the world-class academic environment, fostering numerous research opportunities. The college is easily accessible via roads and railways, connecting it to various parts of the state and country, thus making it a significant contributor to addressing India's shortage of doctors.",https://www.kdmch.in/,"₹ 12,28,240.00",150000/-(NON A.C.) and 175000/-(A.C.),"REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,30741,243445,392,597
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"SARASWATI INSTITUTE OF MEDICAL SCIENCES, HAPUR ( 046 )","Ch. Charan Singh Universitiy, Meerut",Trust,2008,250,"Saraswathi Institute of Medical Sciences is a private medical college located at Anwarpur, near Pilkhuwa in Hapur district, Uttar Pradesh, India. It was established in 2008. It is run by the Saraswathi Ammal Educational Trust. It is privately funded for profit organisation. It is affiliated under Atal Bihari Vajpayee Medical University, Lucknow, Uttar Pradesh.",https://sims.edu.in/,"₹ 11,81,671.00","₹ 1,50,000.00","REFUNDANLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,42906,249400,388,578
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"ROHILKHAND MEDICAL COLLEGE & HOSPITAL, BAREILLY ( 044 )","Bareilly International University, Bareilly",Trust,2006,250,"Rohilkhand Medical College & Hospital is situated in the heart of Bareilly city. The city is about 245 kms from Lucknow, it is about 255 kms from Delhi. It is well connected by Air and Road. Bareilly Airport is only 7 km and the Railway Junction Station is 7 km. Rohilkhand Medical College & Hospital is premier 1160 bedded tertiary care teaching hospital including 120 ICU beds and provides intensive training & planning opportunities & platform for students of medical & allied fields. Hospital provides round the clock Emergency & Trauma care.",https://www.rmcbareilly.com/,"₹ 13,00,251.00",HOSTEL FEES-150000 & FOOD CHARGES- 50000,"REFUNDANLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,24105,264629,379,609
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"NOIDA INTERNATIONAL INSTITUTE OF MEDICAL SCIENCES, GAUTAM BUDH NAGAR (NEW ) ( 064 ",Noida International University,Trust,2020,150,"IIMS has Letter Of Permission granted by the National Medical commission (NMC) for 150 MBBS seats for academic session 2020-21.
NIIMS endeavors to provides medical education of the highest quality to the MBBS students.
NIIMS greater focus lies on the pragmatic approach to learning that lets a student explore the deeper nuances of medical education. To achieve this feat NIIMS concurrently runs with NIIMS hospital which is a 350+ bedded super specialty hospital hence encouraging practical experience for the students.",https://niims.edu.in/,"₹ 11,92,211.00",HOSTEL FEES (PER YEAR) – 1.75 LAC ( WITH SHARING ROOM) AC ROOM,"REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,49950,294833,361,568
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,PONDICHERRY,"MAHATMA GANDHI MEDICAL COLLEGE, PONDICHERRY,SBV PONDICHERRY CAMPUS, PILLAIYARKUPPAM, PUDUCHERRY, 607402","Sri Balaji Vidyapeeth (Deemed University), Pondicherry",Trust,2002,250,"Mahatma Gandhi Medical College and Research Institute (MGMCRI) stands as a premier medical institution, ranking among the top 50 in the country according to NIRF's India Rankings 2023. Named in honor of Mahatma Gandhi, it serves as a beacon of inspiration for aspiring medical professionals. As a constituent college of Sri Balaji Vidyapeeth, Pondicherry, accredited with an A++ Grade by NAAC, MGMCRI offers a conducive academic environment. Renowned for its exceptional faculty, modern infrastructure, and dedicated healthcare team, it fosters a culture of excellence and commitment. With eager and discerning students, MGMCRI continues to uphold its legacy of producing competent and compassionate medical practitioners, contributing significantly to the healthcare landscape of the nation.",https://mgmcri.ac.in/,"₹ 22,00,000.00","₹ 2,50,000.00","₹ 1,27,000.00",,"₹ 99,00,000.00","₹ 1,10,25,000.00",Deemed/ Paid Seats Quota,OPEN,107198,1111152,501,121
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TAMIL NADU,"SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,FACULTY OF MEDICINE - SRI LALITHAMBIGAI MEDICAL COLLEGE AND HOSPITAL, 1, PERIYAR EVR HIGH ROAD, ADA, TAMIL NADU, 600095","The Tamilnadu Dr. MGR Medical University,Chennai",Trust,2021,150,Sri Lalithambigai Medical College and Hospital was started in the year 2021 which runs under the branch of Dr.M.G.R Educational and Research Institute Deemed to be University.,https://slmch.ac.in/,"₹ 19,00,000.00","₹ 2,00,000.00",-,,"₹ 85,50,000.00","₹ 94,50,000.00",Deemed/ Paid Seats Quota,OPEN,137283,1111832,472,121
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TAMIL NADU,"SHRI SATHYA SAI MEDICAL COLLEGE AND RI, CHENNAI,SHRI SATHYA SAI NAGAR, SBV CHENNAI CAMPUS, AMMAPETTAI, CHENGALPATTU DISTRICT, TAMIL NADU, 603108","Sri Balaji Vidyapeeth (Deemed University), Pondicherry",Trust,2008,250,"The Shri Sathya Sai Institute of Research and Medicine, affiliated with Sri Balaji Vidyapeeth (Deemed to be University), offers an exceptional environment for students pursuing careers in Medicine. Nestled within the picturesque 135-acre campus in Chennai, it provides a safe and nurturing atmosphere for holistic growth. Under the auspices of the esteemed Sri Balaji Education and Public Trust, the institute emphasizes quality, value-based education for undergraduate, postgraduate, and post-doctoral medical and allied health sciences programs. With a focus on competency and humanity, it aims to cultivate a skilled workforce. The serene surroundings, marked by lush greenery and rugged hills, add to the charm of this ideal learning environment.",https://sssmcri.ac.in/,"₹ 20,00,000.00","₹ 1,95,000.00","₹ 13,500.00",,"₹ 90,00,000.00","₹ 98,77,500.00",Deemed/ Paid Seats Quota,OPEN,135275,1185551,474,111
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TAMIL NADU,"VELS MEDICAL COLLEGE & HOSPITAL,12-123, VELAN NAGAR, MANJANKARANAI VILLAGE, PERIYAPALAYAM ROAD, UTHUKOTTAI TALUK, TIRUVALLUR DIST., TAMIL NADU, 601102","Vels Institute Of Science, Technology & Advanced Studies( VISTAS) ( Deemed to be University)",Trust,2021,150,"VELS Medical College and Hospital is an NMC-approved institute for higher education in Thiruvallur, Tamil Nadu. It offers various courses including MBBS in the 1 streams (Medicine & Health Sciences). Students can pursue various popular courses. Students can enrol in any of the Degree courses in Full-Time mode. The students enrolling for any course in the VELS Medical College and Hospital can take advantage of various infrastructure facilities, all of which enhance their educational experience.",https://velsmedicalcollege.com/,"₹ 21,00,000.00","₹ 1,67,750.00",-,,"₹ 94,50,000.00","₹ 1,02,04,875.00",Deemed/ Paid Seats Quota,OPEN,118271,1196668,490.5,110
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"JAYA JAGADGURU MURUGHARAJENDRA MEDICAL COLLEGE,DAVANGERE,DAVANGERE DISTRICT","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,1965,245,"Jagadguru Jayadeva Murugarajendra (JJM) Medical College was established in 1965 by Bapuji Educational Association, JJM is one of the premier institutes established by BEA, Davangere Karnataka, India.
This Association was established by a group of eminent Philanthropic people of Davangere.
Their main concern was the upliftment of education in and around Davangere and surrounding rural town. This College is situated in Kuvempu Nagar, Davanagere, Karnataka.",https://www.jjmmc.org/,"₹ 45,12,700.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 2,03,07,150.00","₹ 2,09,82,150.00",PRIVATE,OTH,335730,1134955,118,339
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,PONDICHERRY,"VINAYAKA MISSIONS MEDICAL COLLEGE AND HOSPITAL, KARAIKAL,KEEZHAKASAKUDIMEDU, KOTTUCHERRY(P.O) KARAIKAL - 609 609, U.T. OF PUDUCHERRY, PUDUCHERRY, 609609","Vinayaka Missions University (Deemed), Salem",Trust,1997,150,"he Vinayaka Mission’s Medical College, Karaikal was recognized as a constituent College of Vinayaka Missions University listed in W.H.O. and FAIMER - International Medical Education Directory (IMED) in the year 2004 with the college code:F0000985 duly recommended by Government of Pondicherry, approved and recognized by the Medical Council of India (MCI) under Ministry of Health & Family Welfare (MOHFW) and University Grants Commission (UGC) under Ministry of Human resource Development (MHRD), Government of India (GOI).nayaka Mission's Medical College & Hospital in Karaikal boasts a 590-bed hospital, equipped with advanced diagnostic and therapeutic departments. It offers Chief Minister’s Comprehensive Health Insurance Scheme (CMCHIS) and ESI facilities. Spread over 70 acres, the campus provides modern amenities including museums, laboratories, libraries, Wi-Fi, and 24/7 emergency care, fostering an ideal environment for learning and research.



",https://www.vmmckkl.edu.in/,"₹ 18,50,000.00","₹ 1,35,000.00",-,,"₹ 83,25,000.00","₹ 89,32,500.00",Deemed/ Paid Seats Quota,OPEN,125698,1211240,483,108
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TAMIL NADU,"VMKV MEDICAL COLLEGE AND HOSPITAL, SALEM,SANKARI MAIN ROAD, NH-47, SEERAGAPADI, SALEM, TAMIL NADU, 636308","Vinayaka Missions University (Deemed), Salem",Trust,1996,150,"The Vinayaka Missions Medical College was founded in 1996 by Late Dr.A.Shanmugasundaram, a philanthropist and student of extraordinary vision in education who is the founder of the Vinayaka Missions University of Thirumuruga Kirupananda Variyar Thavathiru Sundara Swamigal Medical Education & Charitable Trust.",https://www.vmkvmc.edu.in/,"₹ 20,00,000.00","₹ 1,50,000.00","₹ 20,000.00",,"₹ 90,00,000.00","₹ 96,75,000.00",Deemed/ Paid Seats Quota,OPEN,136544,1213823,473,108
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,PONDICHERRY,"SRI LAKSHMI NARAYANA INST. OF MED. SCIEN., PUDUCHERRY,OSUDU, AGARAM VILLAGE, KOODAPAKKAM POST, VILLIANUR COMMUNE, PUDUCHERRY, PUDUCHERRY, 605502","Bharath Institute of Higher Education & Research (Deemed Univ.), Chennai",Trust,2006,250,"Sri Lakshmi Narayana Institute of Medical Sciences was born in the year 2006 with a vision to establish a multispecialty hospital in Agaram Village of Puducherry, Union Territory of India, where in particular the poor could receive free advanced medical care in an atmosphere of love and compassion and to create a world-class teaching and research environment. Annually 250 students admitted for undergraduate MBBS degree course.Sri Lakshmi Narayana Institute of Medical Sciences recognized by Medical Council of India and Ministry of Health & Family Welfare, Government of India, New Delhi and affiliated to Bharath Institute of Higher Education and Research, Chennai. The diversity of the College community makes for a stimulating and cosmopolitan atmosphere. About 30% of students are from other States and orientation programmes and English language support are provided.",https://slims.ac.in/,"₹ 23,00,000.00","₹ 1,78,000.00",-,,"₹ 1,03,50,000.00","₹ 1,11,51,000.00",Deemed/ Paid Seats Quota,OPEN,101675,1216025,507,107
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,PONDICHERRY,"AARUPADAI VEEDU MEDICAL COLLEGE AND HOSPT., PUDUCHERRY,PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, PUDUCHERRY, PUDUCHERRY, 607403","Vinayaka Missions University (Deemed), Salem",Trust,1999,150,"
Established in 1981 by Founder Chancellor Dr. A. Shanmugasundaram, the Thirumuruga Kirupananada Variyar Thavathiru Sundara Swamigal Medical Educational and Charitable Trust launched its maiden medical college in 2000, sprawling over 44 acres on NH Pondicherry Cuddalore Road. Initially affiliated with Pondicherry University, it later came under Vinayaka Mission’s Research Foundation Deemed to be University in 2004. Aarupadai Veedu Medical College and Hospital, a part of this trust, provides comprehensive healthcare services including diagnostics, rehabilitation, and pharmacy facilities. With state-of-the-art infrastructure and equipment like ICCU, MRI, CT scan, and dialysis units, it caters to Puducherry and neighboring Tamil Nadu districts. Recognized by NABH and NIRF rankings, the hospital prioritizes environmental sustainability, offering lush green surroundings and eco-friendly initiatives while ensuring patient-centric care across 26 departments and a 540-bed capacity.


",https://avmc.edu.in/,"₹ 19,50,000.00","₹ 1,60,000.00","₹ 1,66,050.00",,"₹ 87,75,000.00","₹ 94,95,000.00",Deemed/ Paid Seats Quota,OPEN,88180,1217052,522,107
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TAMIL NADU,"BHAARATH MEDICAL COLLEGE AND HOSPITAL,173, AGARAM MAIN ROAD , SELAIYUR, TAMBARAM CHENNAI - 600073, TAMIL NADU, 600073","Bharath Institute of Higher Education & Research (Deemed Univ.), Chennai",Trust,2020,150,"Sri Lakshmi Ammal Educational Trust was established in 1984.
The aim of this trust is to establish various types of education centers.
That’s why the Bharath Institute of Higher Education and Research deemed university was established under the aegis of Sri Lakshmi Ammal Educational Trust to impart higher knowledge in Science & Technology.
The Bharath Institute was started in the same year 1984, after that it was acquired the deemed university status in 2003 by the UGC.  Over 29 years the BIHER granted quality education to transform the students efficiently and successfully in their careers.
The students who have graduated from BIHER, serving in responsible positions in India & Abroad.
They are entering the medical field in the year 2020 to make a healthy society through their education and medical treatment.",https://bmch.ac.in/,"₹ 24,00,000.00","₹ 2,05,500.00","₹ 15,000.00",,"₹ 1,08,00,000.00","₹ 1,17,24,750.00",Deemed/ Paid Seats Quota,OPEN,124664,1218381,484,107
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TAMIL NADU,"ACS MEDICAL COLLEGE AND HOSPITAL, CHENNAI,PERIYAR EVR HIGH RAOD, VELAPPANCHAVADI, CHENNAI-77, TAMIL NADU, 600077","Dr. MGR Educational and Research Institute (Deemed University), Chennai",Trust,2008,150,"A.C.S Medical College and Hospital was Established in the year 1956.
ACS Medical College gives Special Training for students in parts like Soft Skills, Interview Attending Skills, Behavioural Skills to make them Industry-Fit.
Campus Placement is also available.",https://acsmch.ac.in/,"₹ 23,00,000.00","₹ 1,50,000.00",-,,"₹ 1,03,50,000.00","₹ 1,10,25,000.00",Deemed/ Paid Seats Quota,OPEN,106397,1218878,502,107
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"RAMA MEDICAL COLLEGE HOSPITAL, & RESEARCH CENTRE, KANPUR ( 045 )","Dr B R Ambedkar University,Agra, U.P.",Trust,2008,150,"Rama Medical College - Hospital Research Centre was established in 2008 at Kanpur (U.P.) by Rama Educational Society, Kanpur. Its Founder Chairman was DR. B. S. KUSHWAH. Rama Medical College-Hospital & Research Centre, Kanpur is one of the leading Medical colleges for providing medical education in the State of Uttar Pradesh. The Campus is having clean air and water facility and 24 hours transportation facility i.e. Buses, Train and 21 KM away from KANPUR Airport. The Medical College is having more than 25 acres of land sprawling in a campus of more than 70 Acres of lush green land with 730 bedded well equipped multi specialty Hospital in Campus.",https://www.ramamedicalcolleges.com/,"₹ 12,66,579.00",HOSTEL FEES (PER YEAR) – 1.75 LAC ,"REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,96757,308890,353,512
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"UNITED INSTITUTE OF MEDICAL SCIENCES, PRAYAGRAJ (NEW) ( 063 )","Prof. Rajendra Singh (Rajju Bhaiya) University, Prayagraj",Society,2020,150,"United Institute of Medical Sciences is a renowned Medical College situated in Prayagraj, the heart of Uttar Pradesh. Established in 2020, UIMS is the first private medical college in Prayagraj. Spread over ten lakhs square feet of lush green campus, UIMS offers the state-of-the-art medical infrastructure for education and practice..
At UIMS, our straightforward goal is to transform aspiring medical students into world-class doctors through disciplined education and practice.",https://www.unitedmedicity.com/,"₹ 11,90,401.00",150000/-(NON A.C.) and 175000/-(A.C.),"REFUNDABLE- 300000
MISC YEARLY CHARGES-85600",,,,PRIVATE,UROP,73878,317867,348,538
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"SUBHARTI MEDICAL COLLEGE, MEERUT ( 050 )","Swami Vivekanand Subharti University, Meerut",Trust,1996,200,"Netaji Subhash Chandra Bose Subharti Medical College, popularly referred to as Subharti Medical College, is one of the finest medical colleges in Northern India established in 1996 in Meerut, Uttar Pradesh. Subharti Medical College is affiliated with Swami Vivekanand Subharti University, Meerut. The college is recognized by the Medical Council of India (MCI) and has collaborations with prestigious medical organizations all over the world. Subharti Medical College offers UG, PG, Doctoral, Diploma, and Certificate courses in the field of Medicine. ",https://medical.subharti.org/,"₹ 16,00,000.00","Rs. 2,50,000/- Non AC double seater rooms per year.","Sec Dep- 400000
Misc. Charges – Rs. 1,25,000/- per year",,,,PRIVATE,UROP,43379,321549,346,578
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"HERITAGE INSTITUTE OF MEDICAL SCIENCES, VARANASI ( 052 )","Mahatma Gandhi Kashi Vidyapith, Varanasi",Private,2015,200,"HIMS Varanasi is a pioneer medical institute in Varanasi and was established in the year 2015. It is affiliated with Mahatma Gandhi Kashi Vidyapith University, Varanasi. HIMS Varanasi is approved by the National Medical Council (NMC). The institute offers MBBS, MD and MS in various specializations. Admission to all the courses is merit-based. Applications are available online. 
  HIMS Varanasi offers an MBBS course based on the valid score in NEET UG.
The intake capacity of the MBBS course is 150 and MD/MS is 46 seats annually. 
Candidates with merit in NEET PG are selected for the MD/MS program at HIMS Varanasi. 
HIMS Varanasi provides students with facilities like a Lecture Theatre, Demo Room, Common Room, Laboratory and a fully Air conditioned Library.",https://heritageims.com/,"₹ 13,21,492.00","₹ 1,50,000.00","REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,65021,370620,322,549
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"G S MEDICAL COLLEGE, HAPUR ( 059 )","Ch. Charan Singh Universitiy, Meerut",Trust,2017,150,"GSMC&H has a huge lush green campus spread across 20 acres land. Its state-of-art facilities give opportunities to develop leadership skills and to achieve professional excellence. It has 1,000+ students from different states, and Union Territories, providing cultural diversity and global exposure to students. GSMC&H has top-of-the-line medical labs and live research projects for students and staff members.
.",https://gsmedicalcollege.in/,"₹ 11,78,892.00","1,50,000 / - ( NON A.C. ) and 1,75,000 / - ( A.C. )","REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,58470,391258,313,557
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"RAMA MEDICAL COLLEGE HOSPITAL, & RESEARCH CENTRE, HAPUR ( 049 )","Ch. Charan Singh Universitiy, Meerut",Trust,2011,250,"Rama Medical College Hospital & Research Centre in Hapur, established in 2011 by the Rama Educational Society, Kanpur, under the leadership of Dr. B. S. Kushwah, is a premier institution known for its excellence in medical education, research, and healthcare services. The college offers a range of programs, including MBBS, MD, MS, and super specialty courses like DM in Cardiology and MCh in Urology. Equipped with cutting-edge technologies, it features over 1050 beds, 18 operation theaters, and advanced Intensive Care Units. The institution boasts a comprehensive radiodiagnostic and pathology setup, a Central Research Station, and a Medical Education Unit, fostering an environment of innovation and learning. With departments spanning Urology, Cardiology, Neurosurgery, Reproductive Medicine, and more, the hospital delivers unparalleled medical care and is committed to nurturing the next generation of healthcare professionals.",https://www.ramamedicalcolleges.com/,"₹ 13,09,968.00","1,50,000 / - ( NON A.C. ) and 1,75,000 / - ( A.C. )","REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,59546,399895,309,556
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"T.S.MISHRA MEDICAL COLLEGE & HOSPITAL, LUCKNOW ( 054 ","Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Private,2016,150,"T. S. Misra Medical College and Hospital redefines healthcare excellence by integrating top-tier infrastructure, advanced technology, comprehensive training, and medical intelligence to deliver personalized healthcare services. With numerous operating theaters and critical care beds for various specialties, the institute aims to establish a world-class center for clinical care, education, and research. It features state-of-the-art treatment facilities designed to provide affordable healthcare. The institution's vision is to become a leading global healthcare provider, known for technological excellence and compassionate care, while fostering a work environment that promotes public health and personal well-being.",https://www.tsmmch.org/,"₹ 12,99,199.00","₹ 1,50,000.00","REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,88255,428891,296,522
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"MAYO INSTITUTE OF MEDICAL SCIENCES, BARABANKI ( 056 )","Dr. Ram Manohar Lohia Avadh University, Faizabad",Trust,2012,250,"A private medical institution, the Mayo Institute of Medical Sciences (MIMS), Barabanki was founded in the year 2012 in the city of Gadia in the Indian state of Uttar Pradesh. It is recognised by the Medical Council of India (MCI) and is connected to Dr. Ram Manohar Lohia Avadh University. At the undergraduate level, the institution provides the MBBS and B.S. (Nursing) programme; at the graduate level, it provides the MD and MS programme. There is also the option to study nursing at the ANM and GNM levels. Students who are interested in pursuing a career in the medical sciences will find that MIMS Barabanki offers some of the best infrastructure and resources available.",https://mimsup.org/,"₹ 11,21,162.00","₹ 1,50,000.00","REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,72511,429115,296,540
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"ERA'S LUCKNOW MEDICAL COLLEGE, LUCKNOW ( 038 )","Dr. Ram Manohar Lohia Avadh University, Faizabad",Trust,1997,150,"LMC&H, affiliated with Era University in Lucknow, is a leading institution for undergraduate, postgraduate, and advanced medical training, recognized as one of India's top medical colleges. In 2022, it was ranked 10th by Outlook, 26th by The Week, and 32nd by India Today among over 500 government and private medical colleges. Accredited by the Government of India and the Medical Council of India, and listed in the World Directories of Medical Schools, WHO/AVICENNA, and IMED/FAIMER directories, LMC&H has been a ""Centre of Excellence"" in medical education, healthcare, training, and research for nearly two decades. It offers 150 undergraduate (MBBS) seats and 100 postgraduate seats across 19 specialties, including General Medicine, General Surgery, Obstetrics & Gynaecology, and more. Recently, it introduced one-year Fellowship/Post Doctoral Certificate Courses (PDCC) to address the shortage of skilled healthcare professionals, benefiting society at large.",https://elmcindia.org/,"₹ 16,60,000.00","Rs. 1,50,000/- Hostel charges per annum (Triple Sharing Non-AC room)
MESS- 1,50,000","Security Fee:-	Rs. 1,00,000/- one time",,,,PRIVATE,UROP,62455,450582,287,552
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"NATIONAL CAPITAL REGION INSTITUTE OF MEDICAL SCIENCES, MEERUT( PREVIOUS KNOWN AS MSY MEDICAL COLLEGE, MEERUT) ( 060 )","Ch. Charan Singh Universitiy, Meerut",Society,2018,150,"National Capital Region Institute of Medical Sciences is located in Meerut, Uttar Pradesh. The institute offers Degree programs including UG and PG courses in Full-Time mode which are approved by NMC, INC.  Candidates can become professional experts by choosing multiple courses in the Medicine & Health Sciences, Nursing stream. The institute has 197 seats for the applicable courses.",https://ncrinstituteofmedicalsciences.com/,"₹ 12,19,917.00",150000/-(NON A.C.) and 175000/-(A.C.),"REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,92786,456495,285,517
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"PRASAD INSTITUTE OF MEDICAL SCIENCES, LUCKNOW ( 055 )","Dr. Ram Manohar Lohia Avadh University, Faizabad",Trust,2016,150,"Prasad Institute of Medical Sciences (PIMS) in Lucknow, established in 2016, is affiliated with Dr. Ram Manohar Lohia Avadh University, Faizabad, and is approved by the National Medical Council (NMC). The college offers 150 seats for its MBBS program, which spans 5.5 years including one year of training. While initially, two batches received recognition, the remaining three batches are still in the process of being recognized. PIMS is dedicated to enhancing its academic standards to provide an outstanding educational experience. The associated PIMS Hospital offers multispecialty care with 410 teaching beds. Although the hospital currently sees a smaller number of patients, this number is expected to grow in the coming years.",https://pimslko.edu.in/,"₹ 10,84,000.00","₹ 1,50,000.00","REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,76767,471601,279,535
POSSIBLE,UNDER BUDGET,UNDER BUDGET,UTTAR PRADESH,"RAJSHREE MEDICAL RESEARCH INSTITUTE, BAREILLY ( 051 )",M J P Rohilkhand University,Trust,2014,,"Rajshree Group of Institutions, spearheaded by Rajshree Educational Trust, headquartered in Bareilly, offers a diverse range of educational programs spanning engineering, management, medical, education, and more. Established over a decade ago, it includes 12 prestigious educational institutions in Bareilly. Rajshree Medical Research Institute (RMRI) in Bareilly, under the same trust, is recognized by the National Medical Commission (NMC), offering MBBS, MD, and MS programs affiliated with M. J. P. Rohilkhand University. RMRI boasts modern infrastructure, including centrally air-conditioned operation theatres and intensive care complexes, along with spacious classrooms, well-stocked libraries, and advanced laboratories.",https://www.rajshreemri.in/,"₹ 12,28,406.00","₹ 1,50,000.00","REFUNDABLE- 300000
MISC YEARLY CHARGES- 85600",,,,PRIVATE,UROP,83181,509668,265,527
